Key,Name_EN,Name_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Rarity,Tags,AchievementName_EN,AchievementName_TH,AchievementDesc_EN,AchievementDesc_TH
Gem_E_Flexibility,Essence of Flexibility,แก่นแห่งความยืดหยุ่น,"While this Memory is on <color=yellow>cooldown</color>, 37%<sprite=5> of damage taken is <color=yellow>split</color> over 4 seconds. This <color=yellow>split</color> damage is reduced by 20%.","ในขณะที่ Memory นี้กำลังติด <color=yellow>คูลดาวน์</color>, 37%<sprite=5> ของดาเมจที่ได้รับจะถูก <color=yellow>แบ่งรับ</color> ภายใน 4 วินาที ดาเมจที่ <color=yellow>แบ่งรับ</color> นี้จะลดลง 20%","While this Memory is on <color=yellow>cooldown</color>, {0} of damage taken is <color=yellow>split</color> over {1} seconds. This <color=yellow>split</color> damage is reduced by {2}.",ขณะที่ความทรงจำนี้อยู่ในสถานะ <color=yellow>คูลดาวน์</color> ความเสียหายที่ได้รับ {0} จะถูก <color=yellow>แบ่ง</color> ออกเป็นช่วงเวลา {1} วินาที ความเสียหายที่ <color=yellow>ถูกแบ่ง</color> นี้จะลดลง {2},,,Epic,,Flexible Diet,การรับประทานอาหารที่ยืดหยุ่นได้,"During a single adventure, let your Health fall below 40% and then bring it back up to at least 75% 10 times.",
Gem_E_Insensitivity,Essence of Insensitivity,แก่นแห่งความด้านชา,"<color=yellow>Casting</color> this Memory drops a <color=yellow>bomb</color> for every 2m you travel over the next 3 seconds. Each bomb explodes after a brief delay, dealing <sprite=1><color=#16D7FF>140%</color><sprite=5> <color=yellow>Fire damage</color> to enemies.",การ<color=yellow>ร่าย</color>ความทรงจำนี้จะปล่อย<color=yellow>ระเบิด</color>ทุกๆ 2ม. ที่เดินทางไปตลอด 3 วินาทีข้างหน้า ระเบิดแต่ละลูกจะระเบิดหลังจากหน่วงเวลาเล็กน้อย สร้างความเสียหาย<sprite=1><color=#16D7FF>140%</color><sprite=5> <color=yellow>ความเสียหายไฟ</color>ให้แก่ศัตรู,"<color=yellow>Casting</color> this Memory drops a <color=yellow>bomb</color> for every {0}m you travel over the next {1} seconds. Each bomb explodes after a brief delay, dealing {2} <color=yellow>Fire damage</color> to enemies.",<color=yellow>ร่าย</color>ความทรงจำนี้จะดรอป<color=yellow>ระเบิด</color>ทุกๆ {0}ม ที่คุณเดินทางในอีก {1} วินาทีข้างหน้า ระเบิดแต่ละลูกจะระเบิดหลังจากดีเลย์เล็กน้อย สร้าง<color=yellow>ความเสียหายไฟ</color> {2} ให้แก่ศัตรู,,,Epic,Fire,,,,
Gem_E_Insight,Essence of Insight,แก่นแท้แห่งวิปัสสนา,"When this Memory deals any <color=yellow>damage</color> to an enemy, it deals an additional <sprite=1><color=#16D7FF>200%</color><sprite=5> <color=yellow>Light damage</color> to up to 3<sprite=5> enemies and increases <color=yellow>Memory Haste</color> by 20<sprite=5> for 5 seconds. Can only trigger once every 3 seconds.",เมื่อเมมโมรี่นี้สร้าง<color=yellow>ความเสียหาย</color>แก่ศัตรู จะสร้าง<color=yellow>ความเสียหายแสง</color>เพิ่มเติม <sprite=1><color=#16D7FF>200%</color><sprite=5> แก่ศัตรูสูงสุด 3<sprite=5> ตัว และเพิ่ม<color=yellow>ความเร็วเมมโมรี่</color> 20<sprite=5> เป็นเวลา 5 วินาที สามารถเกิดได้เพียง 1 ครั้งในทุก 3 วินาที,"When this Memory deals any <color=yellow>damage</color> to an enemy, it deals an additional {0} <color=yellow>Light damage</color> to up to {1} enemies and increases <color=yellow>Memory Haste</color> by {2} for {3} seconds. Can only trigger once every {4} seconds.",เมื่อ Memory นี้สร้าง <color=yellow>ความเสียหาย</color> ให้กับศัตรูใดๆ จะสร้าง <color=yellow>ความเสียหายแสง</color> เพิ่มเติม {0} ให้กับศัตรูสูงสุด {1} ตัว และเพิ่ม <color=yellow>Memory Haste</color> {2} เป็นเวลา {3} วินาที สามารถทำงานได้เพียงครั้งเดียวทุก {4} วินาที,,,Epic,Light,Ultra Rapid Fire,อัลตร้าแรพิดไฟร์,Cast 12 Memories within 8 seconds.,
Gem_E_Inversion,Essence of Inversion,แก่นสารแห่งการผกผัน,"This Memory's <color=yellow>cooldown</color> increases by 15%<sprite=5>, but it also deals 20%<sprite=5> more <color=yellow>damage</color> to enemies. Its <color=yellow>elemental damage</color> is <color=yellow>inverted</color> (Fire/Cold, Light/Dark).","<color=yellow>คูลดาวน์</color>ของความทรงจำนี้เพิ่มขึ้น 15%<sprite=5> แต่สร้าง<color=yellow>ความเสียหาย</color>ต่อศัตรูเพิ่มขึ้น 20%<sprite=5> <color=yellow>ความเสียหายธาตุ</color>ของมันถูก<color=yellow>สลับ</color> (ไฟ/เย็น, แสง/มืด)","This Memory's <color=yellow>cooldown</color> increases by {0}, but it also deals {1} more <color=yellow>damage</color> to enemies. Its <color=yellow>elemental damage</color> is <color=yellow>inverted</color> (Fire/Cold, Light/Dark).","คูลดาวน์<color=yellow> ของ Memory นี้เพิ่มขึ้น {0} แต่จะสร้าง <color=yellow>ความเสียหาย</color> แก่ศัตรูเพิ่มขึ้น {1} ค่า <color=yellow>ความเสียหายธาตุ</color> ของมันจะถูก <color=yellow>สลับ</color> กัน (ไฟ/น้ำแข็ง, แสง/ความมืด)",,,Epic,,Introduction to Elements,การแนะนำธาตุเบื้องต้น,Defeat enemies affected by all 4 elements 70 times.,
Gem_E_Metal,Essence of Metal,แก่นโลหะมายา,"When you <color=yellow>kill</color> an enemy, the <color=yellow>cooldown</color> of this Memory is <color=yellow>reduced</color> by 1<sprite=5> seconds.","เมื่อคุณ <color=yellow>สังหาร</color> ศัตรู, <color=yellow>คูลดาวน์</color> ของ Memory นี้จะ <color=yellow>ลดลง</color> 1<sprite=5> วินาที","When you <color=yellow>kill</color> an enemy, the <color=yellow>cooldown</color> of this Memory is <color=yellow>reduced</color> by {0} seconds.",เมื่อคุณ <color=yellow>สังหาร</color> ศัตรูได้ <color=yellow>คูลดาวน์</color> ของความทรงจำนี้จะ <color=yellow>ลดลง</color> {0} วินาที,"At the girl's feet, paint shimmered in all colors of the rainbow.\n\nThe same lovely shade as the roses Mrs. Maria next door used to grow,\nthis paint, it smells like metal—just like me!\n\nUrged on by the girl, the book hurriedly wrote the next story using that paint as ink.\n\nStrangely enough, this ink dried unusually fast,\nso the book had to turn to the next page without a moment's rest.",ที่เท้าของเด็กสาว สีทาบ้านเปล่งประกายด้วยสีรุ้ง\n\nเฉดสีที่สวยงามเดียวกันกับกุหลาบที่คุณนายมาเรียข้างบ้านเคยปลูก\nสีทาบ้านนี้มีกลิ่นเหมือนโลหะ—เหมือนฉันเลย!\n\nด้วยแรงกระตุ้นจากเด็กสาว หนังสือเล่มนั้นจึงรีบร้อนเขียนเรื่องราวถัดไปโดยใช้สีทาบ้านนั้นเป็นหมึก\n\nที่น่าแปลกคือ หมึกนี้แห้งเร็วผิดปกติ\nดังนั้นหนังสือจึงต้องพลิกไปยังหน้าถัดไปโดยไม่มีเวลาพักเลย,Epic,,,,,
Gem_E_Might,Essence of the Giant,แก่นแท้แห่งยักษ์,Increases Maximum Health by 260<sprite=5>. This Memory's damage increases by 1% for every 50 points of your <color=yellow>Maximum Health</color>.,เพิ่มพลังชีวิตสูงสุด 260<sprite=5> ดาเมจของเมมโมรีนี้เพิ่มขึ้น 1% ทุก 50 แต้มของ <color=yellow>พลังชีวิตสูงสุด</color> ของคุณ,Increases Maximum Health by {0}. This Memory's damage increases by {1} for every {2} points of your <color=yellow>Maximum Health</color>.,เพิ่มพลังชีวิตสูงสุดโดย {0} หน่วย ความเสียหายของความทรงจำนี้เพิ่มขึ้น {1} สำหรับทุก ๆ {2} หน่วยของ <color=yellow>พลังชีวิตสูงสุด</color>ของคุณ,,,Epic,,Heavier than Atlas,หนักกว่าแอตลาส,"Reach 3,000 Maximum Health.",
Gem_E_Obsidian,Essence of Obsidian,แก่นนิลกาฬ,<color=yellow>Casting</color> this Memory <color=yellow>empowers</color> your next attack within 5 seconds. The <color=yellow>empowered attack</color> deals <sprite=2><color=#FF8A2D>250%</color><sprite=5> <color=yellow>Dark Damage</color> to the target and reduces this Memory's <color=yellow>cooldown</color> by 1<sprite=5> seconds.,<color=yellow>ร่าย</color>ความทรงจำนี้จะ<color=yellow>เสริมพลัง</color>ให้การโจมตีครั้งถัดไปของคุณภายใน 5 วินาที การ<color=yellow>โจมตีที่เสริมพลัง</color>จะสร้าง<sprite=2><color=#FF8A2D>250%</color><sprite=5> <color=yellow>ความเสียหายความมืด</color>แก่เป้าหมาย และลด<color=yellow>คูลดาวน์</color>ของความทรงจำนี้ลง 1<sprite=5> วินาที,<color=yellow>Casting</color> this Memory <color=yellow>empowers</color> your next attack within {0} seconds. The <color=yellow>empowered attack</color> deals {1} <color=yellow>Dark Damage</color> to the target and reduces this Memory's <color=yellow>cooldown</color> by {2} seconds.,<color=yellow>ร่าย</color> Memory นี้จะ<color=yellow>เสริมพลัง</color>ให้การโจมตีครั้งถัดไปของคุณภายใน {0} วินาที การ<color=yellow>โจมตีที่เสริมพลัง</color>จะสร้าง {1} <color=yellow>ความเสียหายความมืด</color>แก่เป้าหมาย และลด<color=yellow>คูลดาวน์</color>ของ Memory นี้ลง {2} วินาที,,,Epic,Dark;Attack,Mine and Craft,การขุดและประดิษฐ์,Destroy 3 Pitch-Black Ore.,
Gem_E_Omega,Essence of Finality,แก่นแท้แห่งจุดจบ,"While this Memory is not on <color=yellow>cooldown</color>, gain stacks of <color=yellow>Finality</color> every second up to 20 stacks. When stacks are present, this Memory's <color=yellow>cast</color> is <color=yellow>empowered</color>, increasing <color=yellow>damage</color> by 5%<sprite=5> per stack.","ในขณะที่ Memory นี้ไม่ได้ติด <color=yellow>คูลดาวน์</color>, ได้รับสถานะ <color=yellow>Finality</color> ทุกวินาที สูงสุด 20 สแต็ก เมื่อมีสแต็กอยู่, <color=yellow>การร่าย</color> ของ Memory นี้จะถูก <color=yellow>เสริมพลัง</color> เพิ่ม <color=yellow>ดาเมจ</color> 5%<sprite=5> ต่อสแต็ก","While this Memory is not on <color=yellow>cooldown</color>, gain stacks of <color=yellow>Finality</color> every second up to {0} stacks. When stacks are present, this Memory's <color=yellow>cast</color> is <color=yellow>empowered</color>, increasing <color=yellow>damage</color> by {1} per stack.",ในขณะที่ Memory นี้ไม่ได้อยู่ในสถานะ <color=yellow>cooldown</color> จะได้รับสแต็กของ <color=yellow>Finality</color> ทุกวินาทีสูงสุด {0} สแต็ก เมื่อมีสแต็กอยู่ Memory นี้จะ<color=yellow>ร่าย</color>แบบ <color=yellow>empowered</color> ซึ่งเพิ่ม<color=yellow>ความเสียหาย</color> {1} ต่อสแต็ก,,,Epic,,Omega Point,จุดโอเมก้า,Enter the Pure White Dream while having cast only one type of Memory during a single adventure.,
Gem_E_Opportunity,Essence of Opportunity,แก่นแท้แห่งโอกาส,<color=yellow>Casting</color> this Memory reduces the <color=yellow>cooldown</color> of your <color=yellow>Dodge</color> by 3<sprite=5> seconds. Can only trigger once every 8 seconds.,การ<color=yellow>ร่าย</color> Memory นี้จะลด<color=yellow>คูลดาวน์</color>ของ<color=yellow>แดช</color>ของคุณลง 3<sprite=5> วินาที สามารถทำงานได้เพียงครั้งเดียวในทุกๆ 8 วินาที,<color=yellow>Casting</color> this Memory reduces the <color=yellow>cooldown</color> of your <color=yellow>Dodge</color> by {0} seconds. Can only trigger once every {1} seconds.,<color=yellow>เมื่อร่าย</color>ความทรงจำนี้ จะลด<color=yellow>คูลดาวน์</color>ของ <color=yellow>การหลบ</color>ของคุณลง {0} วินาที สามารถเกิดซ้ำได้หนึ่งครั้งในทุก {1} วินาที,,,Epic,Mobility,,,,
Gem_E_OurStory_Completed,Our Story (Completed!),เรื่องเล่าของเรา (สมบูรณ์แล้ว),"Increases <color=yellow>Attack Damage</color> and <color=yellow>Ability Power</color> by 0, and the effects of all buffs from <color=yellow>Distorting Rush</color> by 0.",เพิ่ม <color=yellow>ความเสียหายจากการโจมตี</color> และ <color=yellow>พลังเวท</color> ขึ้น 0 และผลของบัฟทั้งหมดจาก <color=yellow>Distorting Rush</color> ขึ้น 0,"Increases <color=yellow>Attack Damage</color> and <color=yellow>Ability Power</color> by {0}, and the effects of all buffs from <color=yellow>Distorting Rush</color> by {1}.",เพิ่ม <color=yellow>ความเสียหายจากการโจมตี</color> และ <color=yellow>พลังเวท</color> ขึ้น {0} และเอฟเฟกต์บัฟทั้งหมดจาก <color=yellow>Distorting Rush</color> ขึ้น {1},,,Epic,,,,,
Gem_E_OurStory_Unfinished,Our Story (Work in Progress),เรื่องราวของเรา (กำลังดำเนินการ),Quality increases by 50% every time you <color=yellow>defeat</color> 75 enemies. It becomes <color=yellow>completed</color> when quality reaches 500%.,คุณภาพเพิ่มขึ้น 50% ทุกครั้งที่คุณ <color=yellow>เอาชนะ</color> ศัตรู 75 ตัว มันจะ <color=yellow>เสร็จสมบูรณ์</color> เมื่อคุณภาพถึง 500%,Quality increases by {0} every time you <color=yellow>defeat</color> {1} enemies. It becomes <color=yellow>completed</color> when quality reaches {2}.,คุณภาพเพิ่มขึ้น {0} ทุกครั้งที่คุณ <color=yellow>เอาชนะ</color> ศัตรู {1} ตัว จะ <color=yellow>สำเร็จ</color> เมื่อคุณภาพถึง {2},,,Epic,,,,,
Gem_E_Overload,Essence of Overload,แก่นแท้แห่งภาระล้น,"When you <color=yellow>cast</color> this Memory, <color=yellow>sacrifice</color> 20% of your current Health to <color=yellow>empower</color> the <color=yellow>cast</color>. The <color=yellow>damage</color> and <color=yellow>healing</color> dealt by the <color=yellow>empowered cast</color> are increased by 45%<sprite=5>.","เมื่อคุณ <color=yellow>ร่าย</color> ความทรงจำนี้, <color=yellow>สังเวย</color> พลังชีวิตปัจจุบัน 20% เพื่อ <color=yellow>เสริมพลัง</color> การ <color=yellow>ร่าย</color> นั้น. <color=yellow>ดาเมจ</color> และ <color=yellow>ฮีล</color> ที่ถูกกระทำจากการ <color=yellow>ร่ายที่เสริมพลัง</color> จะเพิ่มขึ้น 45%<sprite=5>.","When you <color=yellow>cast</color> this Memory, <color=yellow>sacrifice</color> {0} of your current Health to <color=yellow>empower</color> the <color=yellow>cast</color>. The <color=yellow>damage</color> and <color=yellow>healing</color> dealt by the <color=yellow>empowered cast</color> are increased by {1}.",เมื่อคุณ <color=yellow>ร่าย</color> ความทรงจำนี้ ให้ <color=yellow>สังเวย</color> พลังชีวิตปัจจุบันของคุณ {0} เพื่อ <color=yellow>เสริมพลัง</color> ให้แก่ <color=yellow>การร่าย</color> นั้น <color=yellow>ความเสียหาย</color> และ <color=yellow>การรักษา</color> ที่เกิดขึ้นจากการ <color=yellow>ร่ายที่เสริมพลัง</color> จะเพิ่มขึ้น {1},"Every time I reflect on this concept, I feel my body and mind being engulfed in flames.\n\nThe scales on the affected areas crumble easily, radiating an intense heat. When I gather the golden dust from certain parts, it shines brilliantly and feels incredibly fine to the touch.\n\nMagic unfolds through the power of dreams, and when this dust is added, the reaction becomes even more explosive. Just a light sprinkle left a large scorch mark on the ceiling.\n\nI should document the results of this experiment, but I'm too drained. This concept seems to inflict a heavy mental toll.\n\nI suspect it's connected to the power I encountered before. It's fascinating, indeed. More research is needed to uncover the source of this power. Perhaps a field study is needed.",ทุกครั้งที่ฉันไตร่ตรองถึงแนวคิดนี้ ฉันรู้สึกราวกับร่างกายและจิตใจของฉันถูกเปลวไฟแผดเผา\n\nเกล็ดในบริเวณที่ได้รับผลกระทบจะแตกเป็นผุยผงได้ง่าย และแผ่รังสีความร้อนที่รุนแรงออกมา เมื่อฉันรวบรวมผงสีทองจากบางส่วน มันจะส่องประกายเจิดจ้าและรู้สึกละเอียดอย่างเหลือเชื่อเมื่อสัมผัส\n\nเวทมนตร์จะคลี่คลายผ่านพลังแห่งความฝัน และเมื่อเติมผงนี้เข้าไป ปฏิกิริยาก็จะระเบิดรุนแรงยิ่งขึ้น เพียงแค่โรยเบา ๆ ก็ทิ้งรอยไหม้ขนาดใหญ่ไว้บนเพดาน\n\nฉันควรจะบันทึกผลการทดลองนี้ไว้ แต่ฉันเหนื่อยล้าเกินไป แนวคิดนี้ดูเหมือนจะส่งผลกระทบทางจิตใจอย่างหนัก\n\nฉันสงสัยว่ามันเชื่อมโยงกับพลังที่ฉันเคยเจอมาก่อน มันน่าทึ่งมากจริง ๆ จำเป็นต้องมีการวิจัยเพิ่มเติมเพื่อเปิดเผยแหล่งที่มาของพลังนี้ บางทีอาจจะต้องมีการศึกษาภาคสนาม</blockquote>,Epic,Heal,Reap What You Sow,หว่านพืชเช่นใดได้ผลเช่นนั้น,Activate the Shrine of Dismantling 12 times.,
Gem_E_Pain,Essence of Pain,แก่นแท้แห่งความเจ็บปวด,All <color=yellow>damage</color> dealt by this Memory deals 40%<sprite=5> <color=yellow>Area damage</color> around the target. This <color=yellow>Area damage</color> shares the elemental type with the original damage.,ความ<color=yellow>เสียหาย</color>ทั้งหมดที่เกิดจาก Memory นี้จะสร้าง <color=yellow>ความเสียหายวงกว้าง</color> 40%<sprite=5> รอบเป้าหมาย <color=yellow>ความเสียหายวงกว้าง</color>นี้จะมีธาตุร่วมกันกับความเสียหายเดิม,All <color=yellow>damage</color> dealt by this Memory deals {0} <color=yellow>Area damage</color> around the target. This <color=yellow>Area damage</color> shares the elemental type with the original damage.,<color=yellow>ความเสียหาย</color>ทั้งหมดที่ Memory นี้ทำจะสร้าง <color=yellow>ความเสียหายวงกว้าง</color> {0} รอบเป้าหมาย <color=yellow>ความเสียหายวงกว้าง</color>นี้จะแชร์ธาตุเดียวกับความเสียหายดั้งเดิม,"Do not blaspheme. I am not a lunatic who revels in inflicting pain. Yet, I cannot overlook those who defy divine authority.\n\nFor the one who watches over us from above,\n\nI will, rightfully and with honor, sear your skin and carve your flesh.",อย่าดูหมิ่นศาสนา ฉันไม่ใช่คนบ้าที่สนุกกับการสร้างความเจ็บปวด แต่ฉันก็มองข้ามผู้ที่ท้าทายอำนาจของพระผู้เป็นเจ้าไม่ได้\n\nเพื่อผู้ที่เฝ้าดูเราจากเบื้องบน\n\nฉันจะเผาผลาญผิวหนังและกรีดเนื้อของคุณอย่างชอบธรรมและด้วยเกียรติยศ,Epic,,,,,
Gem_E_Predation,Essence of Predation,แก่นแท้แห่งการล่า,"This Memory deals 60%<sprite=5> increased damage to <color=yellow>Bosses</color> and <color=yellow>Hunters</color>. Defeating a <color=yellow>Hunter</color> drops 1 <color=yellow>Orbs of Power</color>, while defeating a <color=yellow>Boss</color> drops 3. When you collect an <color=yellow>Orb of Power</color>, either <color=yellow>Attack Damage</color> or <color=yellow>Ability Power</color> permanently increases by 1 at random.",Memory นี้จะสร้างความเสียหายเพิ่มขึ้น 60%<sprite=5> แก่ <color=yellow>บอส</color> และ <color=yellow>ฮันเตอร์</color> การเอาชนะ <color=yellow>ฮันเตอร์</color> จะได้รับ <color=yellow>ลูกแก้วแห่งพลัง</color> 1 ลูก ในขณะที่การเอาชนะ <color=yellow>บอส</color> จะได้รับ 3 ลูก เมื่อคุณเก็บ <color=yellow>ลูกแก้วแห่งพลัง</color> ได้ พลังโจมตี หรือ พลังความสามารถ จะเพิ่มขึ้นอย่างถาวร 1 หน่วยแบบสุ่ม,"This Memory deals {0} increased damage to <color=yellow>Bosses</color> and <color=yellow>Hunters</color>. Defeating a <color=yellow>Hunter</color> drops {1} <color=yellow>Orbs of Power</color>, while defeating a <color=yellow>Boss</color> drops {2}. When you collect an <color=yellow>Orb of Power</color>, either <color=yellow>Attack Damage</color> or <color=yellow>Ability Power</color> permanently increases by 1 at random.",ความทรงจำนี้สร้างความเสียหายเพิ่มขึ้น {0} แก่ <color=yellow>บอส</color> และ <color=yellow>ฮันเตอร์</color> การเอาชนะ <color=yellow>ฮันเตอร์</color> จะดรอป <color=yellow>ออร์บแห่งพลัง</color> {1} ในขณะที่การเอาชนะ <color=yellow>บอส</color> จะดรอป {2} เมื่อคุณเก็บ <color=yellow>ออร์บแห่งพลัง</color> ได้ พลังโจมตีหรือพลังความสามารถจะเพิ่มขึ้น 1 อย่างถาวรแบบสุ่ม,"Hungry... always.\nMy nest is a mountain of bones.\nFlesh... prey... not enough.\n\nBut... something new. Came.\nSmell of flesh. Smell of fear.\n\nCrush bones. Tear flesh. Swallow screams.\nThis is my work. This is... Lord Primus's pleasure.\n\nYou too... become bones.\nPart of my nest.\nLord Primus's... beautiful landscape.\n\nKik, kikikik.","หิว... เสมอ\nรังของข้าคือภูเขาที่เต็มไปด้วยกระดูก\nเนื้อ... เหยื่อ... ไม่เคยพอ\n\nแต่... มีบางอย่างใหม่มา\nกลิ่นเนื้อ กลิ่นความกลัว\n\nบดกระดูก ฉีกเนื้อ กลืนเสียงกรีดร้อง\nนี่คืองานของข้า นี่คือ... ความสุขของท่านลอร์ดไพรมัส\n\nเจ้าด้วย... จะกลายเป็นกระดูก\nเป็นส่วนหนึ่งของรังข้า\nภูมิทัศน์อันงดงาม... ของท่านลอร์ดไพรมัส\n\nคิก, คิกิกิก.",Epic,,Who's the Prey Now,ใครคือเหยื่อกันแน่,Defeat 70 Hunters.,
Gem_E_Protection,Essence of Protection,แก่นแห่งการปกป้อง,"<color=yellow>Casting</color> this Memory grants 40<sprite=5> <color=yellow>Armor</color> for 3 seconds, reducing damage taken and making you <color=yellow>Unstoppable</color>. Can only trigger once every 5 seconds.",<color=yellow>เมื่อร่าย</color>ความทรงจำนี้ จะได้รับ <color=yellow>เกราะ</color> 40<sprite=5> เป็นเวลา 3 วินาที ซึ่งช่วยลดความเสียหายที่ได้รับและทำให้คุณ <color=yellow>หยุดไม่ได้</color> สามารถทำงานได้เพียงครั้งเดียวในทุก 5 วินาที,"<color=yellow>Casting</color> this Memory grants {0} <color=yellow>Armor</color> for {1} seconds, reducing damage taken and making you <color=yellow>Unstoppable</color>. Can only trigger once every {2} seconds.",<color=yellow>ร่าย</color> Memory นี้จะมอบ <color=yellow>เกราะ</color> {0} เป็นเวลา {1} วินาที ลดความเสียหายที่ได้รับ และทำให้คุณ <color=yellow>หยุดไม่ได้</color> สามารถทำงานได้เพียงครั้งเดียวทุก {2} วินาที,,,Epic,,Iron Body,ร่างเหล็ก,Gain a Barrier equal to or greater than 300% of your Maximum Health.,
Gem_E_Reflex,Essence of Reflex,แก่นสารแห่งปฏิกิริยา,"When you take any <color=yellow>damage</color>, unleash cold toward the nearest enemy, dealing <sprite=1><color=#16D7FF>120%</color><sprite=5> <color=yellow>Cold Damage</color> and knocking them back, then increase your <color=yellow>Armor</color> by 40<sprite=5> for 1.5 seconds.",เมื่อคุณได้รับ <color=yellow>ดาเมจ</color> ปล่อยความเย็นพุ่งไปยังศัตรูที่อยู่ใกล้ที่สุด สร้าง <sprite=1><color=#16D7FF>120%</color><sprite=5> <color=yellow>ความเสียหายน้ำแข็ง</color> และผลักศัตรูถอยหลัง จากนั้นเพิ่ม <color=yellow>เกราะ</color> ของคุณ 40<sprite=5> เป็นเวลา 1.5 วินาที,"When you take any <color=yellow>damage</color>, unleash cold toward the nearest enemy, dealing {0} <color=yellow>Cold Damage</color> and knocking them back, then increase your <color=yellow>Armor</color> by {1} for {2} seconds.",เมื่อคุณได้รับ<color=yellow>ความเสียหาย</color>ใดๆ จะปล่อยความเย็นออกไปหาศัตรูที่อยู่ใกล้ที่สุด สร้าง<color=yellow>ความเสียหายน้ำแข็ง</color> {0} และผลักศัตรูถอยหลัง จากนั้นเพิ่ม<color=yellow>เกราะ</color>ของคุณ {1} เป็นเวลา {2} วินาที,,,Epic,Cold,,,,
Gem_E_Thunder,Essence of Thunder,แก่นฟ้าผ่า,"<color=yellow>Casting</color> <color=yellow>another Memory</color> or using <color=yellow>Dodge</color> grants 1 <color=yellow>Thunder</color> stack, up to 7<sprite=5> times. <color=yellow>Casting</color> this Memory consumes all <color=yellow>Thunder</color> stacks, calling down lightning on nearby enemies once for each stack. Each lightning deals <sprite=1><color=#16D7FF>117%</color><sprite=5> <color=yellow>Light damage</color>.",<color=yellow>ร่าย</color> <color=yellow>Memory</color> อื่น หรือใช้ <color=yellow>หลบหลีก</color> จะได้รับ <color=yellow>Thunder</color> 1 สแต็ก สูงสุด <sprite=5> 7 ครั้ง <color=yellow>ร่าย</color> Memory นี้จะใช้ <color=yellow>Thunder</color> สแต็กทั้งหมด อัญเชิญสายฟ้าฟาดศัตรูที่อยู่ใกล้เคียง 1 ครั้งต่อสแต็ก สายฟ้าแต่ละครั้งจะสร้าง <sprite=1><color=#16D7FF>117%</color><sprite=5> <color=yellow>ความเสียหายแสง</color>,"<color=yellow>Casting</color> <color=yellow>another Memory</color> or using <color=yellow>Dodge</color> grants 1 <color=yellow>Thunder</color> stack, up to {0} times. <color=yellow>Casting</color> this Memory consumes all <color=yellow>Thunder</color> stacks, calling down lightning on nearby enemies once for each stack. Each lightning deals {1} <color=yellow>Light damage</color>.",<color=yellow>ร่าย Memory</color> อื่น หรือใช้ <color=yellow>Dodge</color> จะได้รับ 1 สแต็ก <color=yellow>Thunder</color> สูงสุด {0} ครั้ง <color=yellow>ร่าย</color> Memory นี้จะบริโภคสแต็ก <color=yellow>Thunder</color> ทั้งหมด เพื่อเรียกสายฟ้าลงมาใส่ศัตรูใกล้เคียงครั้งละ 1 สแต็ก สายฟ้าแต่ละเส้นจะสร้างความเสียหาย <color=yellow>Light damage</color> {1},,,Epic,Light,,,,
Gem_E_Twilight,Essence of Twilight,แก่นแท้แห่งสนธยา,"Your <color=yellow>basic attacks</color> are converted to <color=yellow>Dark damage</color>. When this Memory deals damage to an enemy with 3 or more <color=yellow>Dark stacks</color>, consumes all stacks to deal <sprite=1><color=#16D7FF>54%</color><sprite=5> <color=yellow>damage</color> per stack and <color=yellow>heal</color> for 6<sprite=5> per stack.",การโจมตีปกติของคุณจะถูกแปลงเป็น <color=yellow>ความเสียหายความมืด</color> เมื่อความทรงจำนี้สร้างความเสียหายต่อศัตรูที่มี <color=yellow>Dark stacks</color> 3 สแต็กขึ้นไป จะบริโภคสแต็กทั้งหมดเพื่อสร้าง <sprite=1><color=#16D7FF>54%</color><sprite=5> <color=yellow>ความเสียหาย</color> ต่อสแต็ก และ <color=yellow>ฟื้นฟู</color> 6<sprite=5> ต่อสแต็ก,"Your <color=yellow>basic attacks</color> are converted to <color=yellow>Dark damage</color>. When this Memory deals damage to an enemy with {0} or more <color=yellow>Dark stacks</color>, consumes all stacks to deal {1} <color=yellow>damage</color> per stack and <color=yellow>heal</color> for {2} per stack.",การ<color=yellow>โจมตีพื้นฐาน</color>ของคุณจะถูกเปลี่ยนเป็น<color=yellow>ความเสียหายความมืด</color> เมื่อ Memory นี้สร้างความเสียหายต่อศัตรูที่มี<color=yellow>สถานะความมืด</color> {0} สแต็คขึ้นไป จะใช้สแต็คทั้งหมดเพื่อสร้าง<color=yellow>ความเสียหาย</color> {1} ต่อสแต็คและ<color=yellow>ฟื้นฟู</color> {2} ต่อสแต็ค,,,Epic,Dark,,,,
