Key,Name_EN,Name_TH,ShortDesc_EN,ShortDesc_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Rarity,Type,Tags,Traveler,CooldownTime,AchievementName_EN,AchievementName_TH,AchievementDesc_EN,AchievementDesc_TH
St_C_MagicSword,Teal Blade,,Front damage,,"Dash forward briefly and swing the Teal Blade, dealing <color=yellow>damage</color> to enemies in front. Deals the greater of <sprite=2><color=#FF8A2D>200%</color><sprite=5> or <sprite=1><color=#16D7FF>200%</color><sprite=5>, and triggers <color=yellow>attack effects</color> if your <color=yellow>Attack Damage</color> is higher.",,"Dash forward briefly and swing the Teal Blade, dealing <color=yellow>damage</color> to enemies in front. Deals the greater of {0} or {1}, and triggers <color=yellow>attack effects</color> if your <color=yellow>Attack Damage</color> is higher.",,"In the quiet dawn,\nwhen I visit the back garden of Highgate Manor,\na memory rises, unbidden.\n\nThe cool air of the old training hall, still brushing against my cheek.\nMy childhood self, casting only the smallest of shadows.\nMother's voice, sharp as frost.\n\nThe Teal Blade.\nThe family sword—strength and pride of House Verdesilver.\nLike a steadfast tree, straight and unwavering,\nMother showed me the blade that day.\n\nBut my sword could not follow her teachings.\nThe tip trembled like a leaf dancing in the wind, and my strength flowed away like water.\n\nIsn't it ironic, Mother?\nThe proud tree you fought so hard to protect has fallen and broken,\nwhile this worthless leaf, scattered by the wind,\nis the one that survived.\n\nNow the family's pride is gone, the weight of the tree lifted...\nbut I have no regrets.\n\nAll I wish for now is...\nto wield this blade as a nameless mist that has lost its teal,\nfor the happiness of my younger sibling.",,Common,Normal,Melee;Attack;Mobility,,5.5,,,,
St_C_MassProtection,Mass Protection,,Grants Area Barrier,,Grants a <color=yellow>Barrier</color> of <sprite=1><color=#16D7FF>250%</color><sprite=5> to nearby allies that dissipates over 1.5 seconds.,,Grants a <color=yellow>Barrier</color> of {0} to nearby allies that dissipates over {1} seconds.,,"Every time the Moonlight Council convenes, we extend this great barrier. It is a solemn act, signifying that the Society exists solely in the pursuit of truth, under the profound and absolute belief that we must not interfere in any affairs of the outside world.\n\nLately, however, I have felt a strange dissonance and a cold realization within this absolute silence. This perfect peace so thoroughly erases the cries of countless lives fading away outside, and our ""neutrality"" is merely a noble privilege gained at the cost of remaining silent before their suffering.\n\nFor some reason, I am reminded of that child's face. Aurena. I realize that the logic we used to block her ""dangerous"" inquiries bears an uncanny resemblance to the logic we now use with this barrier, shutting out the ""dangerous"" chaos of the world.\n\nAre we truly ""protecting"" the truth? Or are we merely ""protecting"" ourselves from everything we have given up trying to understand?\n\nI wonder if this sacred protection ultimately serves not our sublime neutrality, but our deepest cowardice. I still do not know the answer.",,Common,Normal,Shield,,7.0,,,,
St_C_Pew,Pew,,Charged Fire shot,,"<color=yellow>Hold</color> to charge a flame bullet. When fully charged, fire the bullet to deal <sprite=1><color=#16D7FF>150%</color><sprite=5>-<sprite=1><color=#16D7FF>400%</color><sprite=5> <color=yellow>Fire damage</color> to all enemies hit, based on charge time.\n\nFiring before full charge reduces the <color=yellow>cooldown</color> up to 80%. Charging for 1.35 seconds maximizes the projectile's width and damage.",,"<color=yellow>Hold</color> to charge a flame bullet. When fully charged, fire the bullet to deal {0}-{1} <color=yellow>Fire damage</color> to all enemies hit, based on charge time.\n\nFiring before full charge reduces the <color=yellow>cooldown</color> up to {2}. Charging for {3} seconds maximizes the projectile's width and damage.",,,,Common,Normal,Fire,,10.0,,,,
St_C_PressurePoint,Pressure Point,,"Close-range damage, knockback",,"Releases energy from the palm, dealing <sprite=1><color=#16D7FF>180%</color><sprite=5> <color=yellow>damage</color> and pushing back all enemies hit, stunning them for 1 seconds. If the target is Unstoppable or collides with a wall, deals an additional <sprite=1><color=#16D7FF>504%</color><sprite=5> <color=yellow>damage</color>.",,"Releases energy from the palm, dealing {0} <color=yellow>damage</color> and pushing back all enemies hit, stunning them for {1} seconds. If the target is Unstoppable or collides with a wall, deals an additional {2} <color=yellow>damage</color>.",,,,Common,Normal,Melee;HardCC,,5.5,,,,
St_C_Purgatory,Purgatory,,Area damage and restores ally Health,,"Deals <sprite=1><color=#16D7FF>280%</color><sprite=5> <color=yellow>damage</color> to all enemies in the target location and <color=yellow>restores</color> a random ally for <sprite=1><color=#16D7FF>45%</color><sprite=5> Health per enemy hit. If the target is a boss, healing is tripled.",,"Deals {0} <color=yellow>damage</color> to all enemies in the target location and <color=yellow>restores</color> a random ally for {1} Health per enemy hit. If the target is a boss, healing is tripled.",,,,Common,Normal,Heal,,11.0,,,,
St_C_Sneeze,Sneeze,,Releases a powerful sneeze,,"The Memory of a massive, refreshing sneeze. Releases a powerful sneeze forward.\nThis Memory is completely useless.",,"The Memory of a massive, refreshing sneeze. Releases a powerful sneeze forward.\nThis Memory is completely useless.",,,,Common,Normal,,,2.0,,,,
St_C_SparklingWaterGun,Sparkling Water Gun,,"Stun and damage enemies, or heal allies",,"Fires a sparkling water gun. Restores <sprite=1><color=#16D7FF>70%</color><sprite=5> <color=yellow>Health</color> to allies hit and removes <color=yellow>Fire stacks</color>. Deals 1 <color=yellow>damage</color> to enemies hit and <color=yellow>stuns</color> them for 1.5 seconds. <color=yellow>Cooldown</color> only decreases while <color=yellow>in combat</color>.\n\nIf the target is an allied <color=yellow>summon</color>, healing is increased by 40%.",,"Fires a sparkling water gun. Restores {0} <color=yellow>Health</color> to allies hit and removes <color=yellow>Fire stacks</color>. Deals {1} <color=yellow>damage</color> to enemies hit and <color=yellow>stuns</color> them for {2} seconds. <color=yellow>Cooldown</color> only decreases while <color=yellow>in combat</color>.\n\nIf the target is an allied <color=yellow>summon</color>, healing is increased by {3}.",,"Backstreet Tips #5:\n\nIngredients: Nettles you find along the roadside, and a poisonous herb with red-tipped leaves (don't know the name).\nPreparation: Grind them up in a stone mortar and mix with water.\nUse: Perfect for leaving stains on the fancy cloaks of those pretentious nobles. If any touch their skin, they will be dealing with a tingling itch for days. Consider that a little bonus.\nAnalysis: There's nothing better for getting under their skin.\n\nFor rats like us, this is the only way to tug at the cat's whiskers. Life is precious, after all.",,Common,Normal,HardCC;Heal,,4.0,Pew Pew Pew!,,Apply buffs to allies other than yourself a total of 200 times.,
St_C_Starfall,Starfall,,Light damage,,Calls down 4<sprite=5> falling stars on nearby random enemies. Each falling star deals <sprite=1><color=#16D7FF>70%</color><sprite=5> <color=yellow>Light damage</color>.,,Calls down {0} falling stars on nearby random enemies. Each falling star deals {1} <color=yellow>Light damage</color>.,,,,Common,Normal,Light,,8.0,,,,
St_C_SwiftSlash,Swift Slash,,"Dash, Attack",,"Quickly dash forward and slash enemies, dealing <sprite=2><color=#FF8A2D>220%</color><sprite=5> <color=yellow>damage</color> and triggering 50% <color=yellow>attack effects</color>. The first enemy hit reduces the <color=yellow>cooldown</color> by 40%.",,"Quickly dash forward and slash enemies, dealing {0} <color=yellow>damage</color> and triggering {1} <color=yellow>attack effects</color>. The first enemy hit reduces the <color=yellow>cooldown</color> by {2}.",,,,Common,Normal,Melee;Attack;Mobility,,7.0,,,,
St_C_Whirlwind,Spinning Whirlwind,,Spin to attack,,"<color=yellow>Channels</color> for 3.5 seconds, swinging your sword to deal <sprite=2><color=#FF8A2D>240%</color><sprite=5> <color=yellow>damage</color> per second to nearby enemies and triggers 35% <color=yellow>attack effects</color>. Swings faster with higher <color=yellow>Attack Speed</color>.",,"<color=yellow>Channels</color> for {0} seconds, swinging your sword to deal {1} <color=yellow>damage</color> per second to nearby enemies and triggers {2} <color=yellow>attack effects</color>. Swings faster with higher <color=yellow>Attack Speed</color>.",,"Excerpt from the Chronicles of the Forgotten Snowy Mountain:\n\nIn the days before the great mountain was broken, giant children played a game called ""Chasing the Blizzard."" Each child would carry a small wooden axe, mimicking their ruler, Skoll. His wild, spinning destruction appeared to them as a hero's dance and a song of glory.\n\nThe children would spin around until they collapsed from dizziness, dreaming that one day they too might protect the mountain as the great storm itself.\n\nNo one knew.\n\nThe hero's dance they so admired would become the very storm that shattered their world. The song of glory they sang would turn into the mountain's dirge.",,Common,Normal,Melee;Attack,,10.0,,,,
St_D_AstridsMasterpieceEnGarde,Astrid's Masterpiece - En Garde,,,,The first 3 <color=yellow>attacks</color> against individual enemies deal <sprite=1><color=#16D7FF>40%</color><sprite=5> additional damage and grant Mist a <sprite=1><color=#16D7FF>47%</color><sprite=5> <color=yellow>Barrier</color> that fades over 1.5 seconds. This effect can be triggered again on each enemy after 6<sprite=5> seconds.,,The first 3 <color=yellow>attacks</color> against individual enemies deal {0} additional damage and grant Mist a {1} <color=yellow>Barrier</color> that fades over {2} seconds. This effect can be triggered again on each enemy after {3} seconds.,,"Astrid, my beloved sister. I will find you, no matter what...",,Identity,Normal,Shield;Attack,Hero_Mist,0.0,,,,
St_D_AstridsMasterpiecePriorite,Astrid's Masterpiece - Priorité,,,,"Every 5<sprite=5> seconds, apply a <color=yellow>Mark</color> to a random nearby enemy. Each <color=yellow>attack</color> against a Marked enemy grants 25% Movement Speed for 1.5 seconds and deals <sprite=2><color=#FF8A2D>35%</color><sprite=5> additional damage.\nDamage dealt to the <color=yellow>Mark</color> increases by 50% with each consecutive attack. On the 6th attack, it explodes dealing <sprite=2><color=#FF8A2D>200%</color><sprite=5> damage.",,"Every {0} seconds, apply a <color=yellow>Mark</color> to a random nearby enemy. Each <color=yellow>attack</color> against a Marked enemy grants {1} Movement Speed for {2} seconds and deals {3} additional damage.\nDamage dealt to the <color=yellow>Mark</color> increases by {4} with each consecutive attack. On the {5}th attack, it explodes dealing {6} damage.",,"I will never give up. For you, Astrid...",,Identity,Normal,Attack,Hero_Mist,5.0,Thorny Vines Between the Rocks,,Defeat Belphomet within 2 minutes of starting an adventure as Mist.,
St_D_BeautifulThreat,Beautiful Threat,,"Ranged basic attacks, enemy damage, ally healing",,"Your <color=yellow>basic attacks</color> become ranged. Casting <color=yellow>any Memory</color> or using <color=yellow>Dodge</color> grants 2 stacks of <color=yellow>Golden Feather</color>, up to a maximum of 6. While you have <color=yellow>Golden Feather</color> stacks, your <color=yellow>Attack Speed</color> is increased by 20%.\n\nWhen you attack an enemy with feather stacks, one stack is consumed to deal <sprite=1><color=#16D7FF>90%</color><sprite=5> <color=yellow>damage</color> and <color=yellow>heal</color> Aurena for <sprite=1><color=#16D7FF>14%</color><sprite=5>. When you heal an ally with feather stacks, one stack is consumed to additionally <color=yellow>heal</color> the target for <sprite=1><color=#16D7FF>22%</color><sprite=5>.",,"Your <color=yellow>basic attacks</color> become ranged. Casting <color=yellow>any Memory</color> or using <color=yellow>Dodge</color> grants {0} stacks of <color=yellow>Golden Feather</color>, up to a maximum of {1}. While you have <color=yellow>Golden Feather</color> stacks, your <color=yellow>Attack Speed</color> is increased by {2}.\n\nWhen you attack an enemy with feather stacks, one stack is consumed to deal {3} <color=yellow>damage</color> and <color=yellow>heal</color> Aurena for {4}. When you heal an ally with feather stacks, one stack is consumed to additionally <color=yellow>heal</color> the target for {5}.",,"The golden particles, byproducts of Dismantling Force, crystallize into feather shapes, creating a beautiful and entirely predictable side effect. Each feather, whether used for dismantling or fusion, will serve as the perfect medium for power.",,Identity,Normal,Heal;Attack,Hero_Aurena,0.0,Deceiving Looks,,Defeat 10 Heroic Bosses as Aurena.,
St_D_CircleOfLife,Circle of Life,,,,"On <color=yellow>basic attack</color> all of Nachia's <color=yellow>Summons</color> <color=yellow>heal</color> for 3%<sprite=5> of their <color=yellow>Maximum Health</color>, and their <color=yellow>summon duration</color> increases by 0.3<sprite=5> seconds. 50%<sprite=5> of any <color=yellow>Attack Speed</color>, <color=yellow>Movement Speed</color>, and <color=yellow>Armor</color> bonuses Nachia receives are also <color=yellow>shared</color> with her <color=yellow>summons</color>.",,"On <color=yellow>basic attack</color> all of Nachia's <color=yellow>Summons</color> <color=yellow>heal</color> for {0} of their <color=yellow>Maximum Health</color>, and their <color=yellow>summon duration</color> increases by {1} seconds. {2} of any <color=yellow>Attack Speed</color>, <color=yellow>Movement Speed</color>, and <color=yellow>Armor</color> bonuses Nachia receives are also <color=yellow>shared</color> with her <color=yellow>summons</color>.",,"The only law Nachia believes in is the Cycle of Life. She dedicated herself to guarding the natural order, where flowers bloom, wither, and bloom again, all according to providence. But the providence she trusted was shattered when her younger sibling was overtaken by madness.",,Identity,Normal,,Hero_Nachia,0.0,Reincarnation,,"As Nachia, defeat a Guardian of Impermanence without taking any damage.",
St_D_ConvergencePoint,Converging Stars,,,,"Casting a <color=yellow>Memory</color> or using <color=yellow>Flicker</color> grants 10<sprite=5> <color=yellow>Attack Damage</color> for 3 seconds. During this time, your <color=yellow>basic attacks</color> are empowered, bouncing to up to 2 targets with 50% effectiveness.",,"Casting a <color=yellow>Memory</color> or using <color=yellow>Flicker</color> grants {0} <color=yellow>Attack Damage</color> for {1} seconds. During this time, your <color=yellow>basic attacks</color> are empowered, bouncing to up to {2} targets with {3} effectiveness.",,"With my touch, the stars above gather and dance, with the scattered forces of creation joining like dew beneath the moonlight.\n\nAs the celestial stars align and sing in harmony, my eyes will once again capture the primordial light of creation.",,Identity,Normal,Attack,Hero_Yubar,0.0,Ode to the Stars,,Reach 55 Attack Damage with Yubar.,
St_D_DisintegratingClaw,Dismantling Claw,,Life steal,,"Attacks <color=yellow>restore</color> <sprite=2><color=#FF8A2D>16%</color><sprite=5> of your Health per enemy hit and deal <sprite=2><color=#FF8A2D>68%</color><sprite=5> <color=yellow>additional damage</color>. Against <color=yellow>bosses</color>, <color=yellow>additional damage</color> and <color=yellow>healing</color> are increased by 100%.",,"Attacks <color=yellow>restore</color> {0} of your Health per enemy hit and deal {1} <color=yellow>additional damage</color>. Against <color=yellow>bosses</color>, <color=yellow>additional damage</color> and <color=yellow>healing</color> are increased by {2}.",,"The principle is simple: dismantling and reconstruction. It is a perfect cycle, drawing dismantled energy from the target's tissue and integrating it into my body. Truly efficient.",,Identity,Normal,Heal;Attack,Hero_Aurena,0.0,,,,
St_D_DoubleTap,Double Tap,,,,"Increases Attack Damage by 5<sprite=5> and Critical Strike Chance by 20%<sprite=5>. After using a <color=yellow>Memory</color> or <color=yellow>Nimble Dodge</color>, your next <color=yellow>basic attack</color> fires twice.",,"Increases Attack Damage by {0} and Critical Strike Chance by {1}. After using a <color=yellow>Memory</color> or <color=yellow>Nimble Dodge</color>, your next <color=yellow>basic attack</color> fires twice.",,"Lacerta has never lost a bet.\nOne shot for the coin, another for the beer in the opponent's hand.",,Identity,Normal,Attack,Hero_Lacerta,0.0,BFR 9000,,Reach 120 Attack Damage with Lacerta.,
St_D_ExoticMatter,Exotic Matter,,,,"Gains 1 stack of <color=yellow>Exotic Matter</color> when casting a <color=yellow>Memory</color> or using <color=yellow>Flicker</color>. Your next <color=yellow>basic attack</color> consumes all stacks to create an explosion, dealing <sprite=1><color=#16D7FF>125%</color><sprite=5> <color=yellow>Light damage</color> per stack to enemies. Can hold up to 4 stacks.",,"Gains 1 stack of <color=yellow>Exotic Matter</color> when casting a <color=yellow>Memory</color> or using <color=yellow>Flicker</color>. Your next <color=yellow>basic attack</color> consumes all stacks to create an explosion, dealing {0} <color=yellow>Light damage</color> per stack to enemies. Can hold up to {1} stacks.",,"Common sense is indeed a narrow window, don't you think?\nIf you hadn't seen this matter firsthand, might you have dismissed it as just a beautiful story, like stars in the night sky?",,Identity,Normal,Light;Attack,Hero_Yubar,0.0,,,,
St_D_HeartOfThePack,Heart of the Pack,,,,"Whenever Nachia heals herself or an ally, grants a <color=yellow>Barrier</color>, or applies a <color=yellow>buff</color>, she also grants <color=yellow>Bond</color> to the target. The next <color=yellow>basic attack</color> from a target with <color=yellow>Bond</color> is empowered, creating an <color=yellow>explosion</color> that deals <sprite=1><color=#16D7FF>140%</color><sprite=5> <color=yellow>Light damage</color> to enemies.",,"Whenever Nachia heals herself or an ally, grants a <color=yellow>Barrier</color>, or applies a <color=yellow>buff</color>, she also grants <color=yellow>Bond</color> to the target. The next <color=yellow>basic attack</color> from a target with <color=yellow>Bond</color> is empowered, creating an <color=yellow>explosion</color> that deals {0} <color=yellow>Light damage</color> to enemies.",,"They say that when Nachia touches a spirit, it breathes with her breath for a moment. As long as that warmth lingers, the spirit glows with the same light as the forest guardian.",,Identity,Normal,,Hero_Nachia,0.0,,,,
St_D_MercyOfEl,El's Mercy,,,,"<color=yellow>Attack Damage</color> is increased by 12<sprite=5>. Every 4th <color=yellow>basic attack</color> becomes a <color=yellow>critical strike</color> and deals an additional <sprite=1><color=#16D7FF>70%</color><sprite=5> <color=yellow>Light damage</color>.\nEach time you <color=yellow>attack</color> an enemy, <color=yellow>Attack Speed</color> is increased by 4%<sprite=5> for 4 seconds, up to a maximum of 24%<sprite=5>. When <color=yellow>Attack Speed</color> is at the maximum, <color=yellow>attacking</color> an enemy <color=yellow>restores</color> 1%<sprite=5> of your <color=yellow>missing Health</color>.",,"<color=yellow>Attack Damage</color> is increased by {0}. Every 4th <color=yellow>basic attack</color> becomes a <color=yellow>critical strike</color> and deals an additional {1} <color=yellow>Light damage</color>.\nEach time you <color=yellow>attack</color> an enemy, <color=yellow>Attack Speed</color> is increased by {2} for {3} seconds, up to a maximum of {4}. When <color=yellow>Attack Speed</color> is at the maximum, <color=yellow>attacking</color> an enemy <color=yellow>restores</color> {5} of your <color=yellow>missing Health</color>.",,"Foolish and irreverent ones, behold! What I give you is not suffering, but the love and mercy of El'pyros, who seeks to save your very souls!",,Identity,Normal,Attack,Hero_Vesper,0.0,Master of the Hammer,,Perform 9 basic attacks within 5 seconds using Vesper.,
St_D_PrismaticEyes,Prismatic Vision,,"Attack Speed increases, auto-attack",,"Increases <color=yellow>Attack Speed</color> by 20%<sprite=5>. While you can't perform <color=yellow>basic attacks</color> yourself, a <color=yellow>Book</color> automatically performs <color=yellow>basic attacks</color> on the nearest enemy to Bismuth, dealing <sprite=1><color=#16D7FF>70%</color><sprite=5> <color=yellow>additional damage</color>.",,"Increases <color=yellow>Attack Speed</color> by {0}. While you can't perform <color=yellow>basic attacks</color> yourself, a <color=yellow>Book</color> automatically performs <color=yellow>basic attacks</color> on the nearest enemy to Bismuth, dealing {1} <color=yellow>additional damage</color>.",,"When the girl opens her eyes, the old book begins to read the world. \n\nShe sits quietly, gazing at the world beyond its pages. \nThe book writes the next line of the story, and as each sentence follows the last, \nthe world moves as the book wishes and as the girl wishes. \n\nThe girl is overjoyed to finally see her own story unfold.",,Identity,Normal,Attack,Hero_Bismuth,0.0,,,,
St_D_Resolve,Resolve,,,,"Increases <color=yellow>Maximum Health</color> by 80<sprite=5>. Every 4th <color=yellow>basic attack</color> becomes a <color=yellow>critical strike</color>, knocking back enemies and stunning them for 1 seconds. When <color=yellow>Resolve</color> hits an enemy, <color=yellow>Vesper</color> <color=yellow>restores</color> 3%<sprite=5> of his <color=yellow>Maximum Health</color>.",,"Increases <color=yellow>Maximum Health</color> by {0}. Every 4th <color=yellow>basic attack</color> becomes a <color=yellow>critical strike</color>, knocking back enemies and stunning them for {1} seconds. When <color=yellow>Resolve</color> hits an enemy, <color=yellow>Vesper</color> <color=yellow>restores</color> {2} of his <color=yellow>Maximum Health</color>.",,"My flesh embodies the very will of the Order. The scars carved into my body are nothing more than medals that prove my resolve. Until the will of El'pyros is fulfilled, I shall never fall.",,Identity,Normal,Heal;Attack,Hero_Vesper,0.0,,,,
St_D_SalamanderPowder,Salamander Powder,,,,"Every 4th <color=yellow>basic attack</color> becomes a <color=yellow>critical strike</color> and explodes, dealing <sprite=1><color=#16D7FF>145%</color><sprite=5> Area <color=yellow>Fire damage</color> to enemies. The explosion damage is increased by 100% against <color=yellow>burning enemies</color>.",,"Every 4th <color=yellow>basic attack</color> becomes a <color=yellow>critical strike</color> and explodes, dealing {0} Area <color=yellow>Fire damage</color> to enemies. The explosion damage is increased by {1} against <color=yellow>burning enemies</color>.",,Drying and finely grinding red marsh newts produces gunpowder that ignites explosively from even a tiny spark.,,Identity,Normal,Fire;Attack,Hero_Lacerta,0.0,,,,
