"Key","Name_EN","Name_TH","ShortDesc_EN","ShortDesc_TH","Desc_EN","Desc_TH","Lore_EN","Lore_TH","AchievementName_EN","AchievementName_TH","AchievementDesc_EN","AchievementDesc_TH"
"St_D_Resolve","Resolve","ศรัทธาไม่สั่นคลอน","",,"Increases Maximum Health by 80. Every 4th basic attack becomes a critical strike, knocking back enemies and stunning them for 1 seconds. When Resolve hits an enemy, Vesper restores 3% of his Maximum Health.","พลังชีวิตสูงสุดเพิ่มขึ้น 80 หน่วย การโจมตีปกติทุกๆ ครั้งที่ 4 จะติดคริติคอล พร้อมกระแทกศัตรูให้ถอยหลังและติดสตัน 1 วินาที เมื่อโจมตีโดนศัตรู เวสเปอร์จะฟื้นฟูเลือด 3% ของพลังชีวิตสูงสุด","My flesh embodies the very will of the Order. The scars carved into my body are nothing more than medals that prove my resolve. Until the will of El'pyros is fulfilled, I shall never fall.","กายหยาบนี้คือตัวแทนเจตจำนงแห่งภาคี รอยแผลเป็นที่สลักลึกบนร่างกายข้า มิใช่อื่นใดนอกจากเหรียญตราเกียรติยศที่พิสูจน์ถึงปณิธานอันแน่วแน่... ตราบจนกว่าประสงค์แห่งเอลไพรอสจะสัมฤทธิ์ผล ข้าจักไม่มีวันล้มลง!","","","",""
"St_D_SalamanderPowder","Salamander Powder","ผงตัวเหี้ย","",,"Every 4th basic attack becomes a critical strike and explodes, dealing 145% Area Fire damage to enemies. The explosion damage is increased by 100% against burning enemies.","การโจมตีปกติทุกๆ ครั้งที่ 4 จะติดคริติคอลและเกิดการระเบิด สร้างความเสียหายไฟวงกว้าง 145% (ความแรงระเบิดจะเพิ่มขึ้นเป็น 2 เท่า หากศัตรูกำลังติดสถานะเผาไหม้)","Drying and finely grinding red marsh newts produces gunpowder that ignites explosively from even a tiny spark.","การนำตัวนิวท์บึงแดงมาตากแห้งแล้วบดละเอียด จะได้เป็นดินปืนที่พร้อมระเบิดลุกไหม้อย่างรุนแรง แม้โดนประกายไฟเพียงน้อยนิด","","","",""
"St_D_TheKillingFlow","One Step, One Kill","หนึ่งก้าวสังหาร","",,"Instead of receiving Attack Speed bonuses, your Attack Damage increases by 0.5 for every 1% Additional Attack Speed. [NEWLINE] After Dash or Teleport, your next Basic Attack will be a critical hit. [NEWLINE]  [NEWLINE] Killing any Boss restores 200% Health.","เปลี่ยนโบนัสความเร็วโจมตีให้เป็นพลังโจมตี (พลังโจมตีเพิ่มขึ้น 0.5 ต่อความเร็วโจมตี 1% ที่เกินมา) [NEWLINE] หลังจากใช้ท่าพุ่งตัว (Dash) หรือเทเลพอร์ต การโจมตีปกติครั้งต่อไปจะติดคริติคอลแน่นอน [NEWLINE]  [NEWLINE] หากสังหารบอสได้ จะฟื้นฟูพลังชีวิตเต็ม 200%","With every step, a life is taken. [NEWLINE] There is no emotion, no pain, only the body recalling every movement.","ทุกย่างก้าว คือหนึ่งชีวิตที่ถูกพราก [NEWLINE] ไร้ซึ่งอารมณ์... ไร้ซึ่งความเจ็บปวด... มีเพียงร่างกายที่จดจำทุกท่วงท่าสังหาร","","","",""
"St_E_AntiGravity","Anti-Gravity","อาณัติฝืนกฎสวรรค์","Stun, Area damage","สตันและสร้างความเสียหายวงกว้าง","Reverses gravity in the target location, lifting all enemies within the range for 1.6 seconds. Then, slams them down, dealing 400% damage.","บิดเบือนสนามโน้มถ่วง ณ ตำแหน่งเป้าหมาย ยกศัตรูทั้งหมดในระยะให้ลอยขึ้นสู่อากาศเป็นเวลา 1.6 วินาที จากนั้นกระแทกพวกมันลงสู่พื้นพิภพอย่างรุนแรง สร้างความเสียหาย 400%","Our master, Lord Erebos, simply wished to please Lady Nyx. [NEWLINE]  [NEWLINE] When he lightly stomped his foot in the starry forest, steadfast mountain ranges would rise and float like pebbles, suspended by a thread. With a single gesture of his hand, the earth would split apart and rise again, creating new landscapes. Our master would laugh like a child at these magnificent sights. Thet power that shook the heavens was nothing more than a dazzling proof of love meant for one alone. [NEWLINE]  [NEWLINE] Yet was I the only one who saw the cold shadow cross Lady Nyx's face in those moments? [NEWLINE]  [NEWLINE] What shone in her eyes was not joy, but awe and... a fierce spark of jealousy she could not conceal. [NEWLINE]  [NEWLINE]  [NEWLINE] - Memory trace of a nameless night spirit.","นายเหนือหัวของเรา ท่านลอร์ดอีรีบอส เพียงปรารถนาจะเอาใจเลดี้นิกซ์... [NEWLINE]  [NEWLINE] เพียงท่านกระทืบเท้าเบาๆ ในป่าดารา เทือกเขาอันมั่นคงก็ลอยละลิ่วขึ้นราวกับก้อนกรวดที่ถูกแขวนด้วยเส้นด้าย เพียงสะบัดมือ แผ่นดินก็แยกออกและทะยานขึ้นฟ้า สร้างทิวทัศน์ใหม่ดั่งใจนึก นายของเราหัวเราะร่าราวกับเด็กน้อยเมื่อเห็นภาพอันวิจิตรเหล่านั้น พลังอำนาจที่สั่นสะเทือนสวรรค์... แท้จริงเป็นเพียงประจักษ์พยานแห่งรักอันเจิดจรัสที่มอบให้แด่นางผู้เดียว [NEWLINE]  [NEWLINE] ทว่า... มีเพียงข้าหรือเปล่านะ ที่เห็นเงามืดอันเยือกเย็นพาดผ่านใบหน้าของเลดี้นิกซ์ในชั่วขณะนั้น? [NEWLINE]  [NEWLINE] สิ่งที่ฉายชัดในดวงตาของนางมิใช่ความปิติ แต่เป็นความยำเกรงและ... ประกายไฟแห่งความริษยาอันแรงกล้าที่นางไม่อาจปกปิดไว้ได้ [NEWLINE]  [NEWLINE]  [NEWLINE] - ร่องรอยความทรงจำของวิญญาณราตรีไร้นาม","","","",""
"St_E_Blink","Blink","ก้าวพริบตา","Teleport, Area Fire damage","เคลื่อนย้ายพริบตาและสร้างความเสียหายไฟ","Teleports a short distance and deals 244% Fire damage to nearby enemies. Cooldown is reduced by 13% for each enemy hit.","เคลื่อนย้ายพริบตาไประยะสั้นและระเบิดความเสียหายไฟ 244% ใส่ศัตรูรอบข้าง (คูลดาวน์จะลดลง 13% ตามจำนวนศัตรูที่โดนลูกหลง)","Hunting Journal [NEWLINE] Year x of Rojit's Rule, Day xx of Month x, Weather: Cloudy [NEWLINE] Hunting Location: Hising Forest [NEWLINE] Today's Harvest: Some wild strawberries [NEWLINE] Whenever I see something burning, it pulls me back to that day. [NEWLINE] My wife, suddenly engulfed in flames, disappeared from sight. [NEWLINE]  [NEWLINE] It happened in an instant. She turned to ashes, lost in a blue flame so bright it made my eyes sting. [NEWLINE]  [NEWLINE] I checked every bullet and pouch of gunpowder, but nothing was missing. That fire wasn't normal. No smoke, no heat, just quick destruction. [NEWLINE]  [NEWLINE] Today, while watching the bowman through the scope, I discovered something. [NEWLINE]  [NEWLINE] The Lucid bastards use blue flames. [NEWLINE]  [NEWLINE] ... [NEWLINE]  [NEWLINE] I need more information. [NEWLINE]  [NEWLINE] To bring my wife back, I must be careful. Now's the time to swallow my boiling vengeance.","บันทึกการล่า [NEWLINE] ปีที่ x รัชสมัยโรจิต, วันที่ xx เดือน x, อากาศ: ครึ้มฟ้าครึ้มฝน [NEWLINE] พื้นที่ล่า: ป่าไฮซิง [NEWLINE] ของที่ได้วันนี้: สตรอว์เบอร์รี่ป่าก้นถุง [NEWLINE] ทุกครั้งที่เห็นอะไรไหม้ไฟ มันจะกระชากข้ากลับไปสู่วันนั้น... [NEWLINE] วันที่ภรรยาข้า ถูกเปลวเพลิงท่วมร่างและหายไปต่อหน้าต่อตา [NEWLINE]  [NEWLINE] มันเกิดขึ้นในชั่วพริบตา ร่างเธอกลายเป็นเถ้าธุลี สูญสลายไปในเปลวเพลิงสีครามที่สว่างวาบจนข้าแสบตา [NEWLINE]  [NEWLINE] ข้าเช็คกระสุนและถุงดินปืนทุกใบ ไม่มีอะไรหายไปสักอย่าง ไฟนั่นมันไม่ปกติ... ไร้ควัน ไร้ความร้อน มีเพียงการทำลายล้างที่รวดเร็ว [NEWLINE]  [NEWLINE] แต่วันนี้ ขณะส่องเจ้านักธนูนั่นผ่านลำกล้อง ข้าก็ค้นพบความจริงบางอย่าง [NEWLINE]  [NEWLINE] ไอ้พวกเดรัจฉานลูซิด... พวกมันใช้ไฟสีคราม [NEWLINE]  [NEWLINE] ... [NEWLINE]  [NEWLINE] ข้าต้องสืบให้ลึกกว่านี้ [NEWLINE]  [NEWLINE] เพื่อจะพาเมียข้ากลับมา ข้าต้องระวังตัวให้ถึงที่สุด ตอนนี้... ถึงเวลาต้องกล้ำกลืนความแค้นที่กำลังเดือดพล่านนี่ลงไปก่อน","","","",""
"St_E_ChainLightning","Chain Lightning","ห่วงโซ่อัสนีพิฆาต","Chain Light damage","สร้างความเสียหายธาตุแสงแบบลูกโซ่","Casts a bouncing lightning that deals 400% Light damage to the first target and bounces up to 5 times, dealing 185% Light damage.","ปลดปล่อยสายฟ้าฟาดที่ชิ่งไปมา สร้างความเสียหายธาตุแสง 400% แก่เป้าหมายแรก และชิ่งกระทบศัตรูอื่นได้สูงสุด 5 ครั้ง (สร้างความเสียหาย 185%)","-- Experiment Log [NEWLINE] -- Day 273 since the experiment began [NEWLINE] -- Written by Aurena [NEWLINE]  [NEWLINE]  [NEWLINE] A partial success. [NEWLINE] I've managed to control the power of lightning to some extent, but it's inherently unstable. The electrical discharge jumps unpredictably to unintended targets. [NEWLINE]  [NEWLINE] However, I've stumbled upon something even more significant. I've uncovered an insight into the fundamental power of dreams, but I'm running out of space in this log. For now, I'll refer to this as ""Dismantling Force"" and continue my research.","-- บันทึกการทดลอง [NEWLINE] -- วันที่ 273 นับตั้งแต่เริ่มการทดลอง [NEWLINE] -- ผู้บันทึก: ออเรนา [NEWLINE]  [NEWLINE]  [NEWLINE] ประสบความสำเร็จ... เพียงครึ่งเดียว [NEWLINE] ฉันสามารถควบคุมพลังของสายฟ้าได้ในระดับหนึ่ง แต่มันไร้เสถียรภาพโดยธรรมชาติ ประจุไฟฟ้ามักกระโดดไปยังเป้าหมายที่ไม่ได้รับเชิญอย่างคาดเดาไม่ได้ [NEWLINE]  [NEWLINE] อย่างไรก็ตาม ฉันบังเอิญค้นพบบางสิ่งที่สำคัญยิ่งกว่า... ฉันได้ไขความลับเบื้องลึกแห่งพลังพื้นฐานของความฝัน แต่หน้ากระดาษบันทึกนี้คงเหลือพื้นที่ไม่พอจะอธิบาย ในตอนนี้ ฉันจะเรียกมันว่า ""พลังสลายโครงสร้าง"" และจะดำเนินการวิจัยต่อไป","Electric Type","กายาสายฟ้า","Deal 1,500 or more damage in a single hit.","สร้างความเสียหาย 1,500 หน่วยขึ้นไปในการโจมตีเพียงครั้งเดียว"
"St_E_ClutchesOfMalice","Clutches of Malice","หัตถ์มารอาฆาต","Area of effect, pull","สร้างความเสียหายวงกว้างและรวบศัตรู","Summons blood tentacles at the target location, pulling up to 4 enemies. The tentacles attach to enemies, dealing 80% damage and an additional 200% damage to pulled enemies.  [NEWLINE] When this Memory is empowered, the number of enemies pulled and the area of effect increase.","อัญเชิญหนวดโลหิต ณ ตำแหน่งเป้าหมาย รวบศัตรูเข้ามาได้สูงสุด 4 ตัว หนวดจะเกาะติดศัตรู สร้างความเสียหาย 80% และซ้ำเติมอีก 200% แก่ผู้ที่ถูกรวบเข้ามา  [NEWLINE] (หาก ""ความทรงจำ"" นี้ได้รับการเสริมพลัง จะเพิ่มจำนวนศัตรูที่ถูกรวบและขยายขอบเขตการทำลายล้าง)","How many days have I been lost in this twisted dream world? [NEWLINE] As my sense of time dulled, something began to take shape before my eyes. [NEWLINE] Beyond the mist, ""I"" was standing there. [NEWLINE]  [NEWLINE] At first I was merely curious, but the moment I met its gaze, I realized what writhed in those depths was not my soul, but something strange and damp. It was fear itself. [NEWLINE] As it slowly reached toward me, its back split open and blood-red tentacles burst forth. At their ends hung not just pieces of flesh, but living eyeballs, staring intently at me like seeds planted to spread this nightmare across the world. [NEWLINE] Only then did I understand. That was not my reflection in a mirror. It was a hungry clutch of nightmares, using me as a host and seeking to consume this world. [NEWLINE]  [NEWLINE]  [NEWLINE] - Memory trace engraved in someone's fragment","ข้าหลงทางอยู่ในโลกแห่งความฝันอันบิดเบี้ยวนี้มากี่วันแล้วนะ? [NEWLINE] ในยามที่ความรู้สึกเรื่องเวลาเริ่มด้านชา... บางสิ่งก็เริ่มก่อตัวขึ้นตรงหน้า [NEWLINE] เบื้องหลังม่านหมอกนั้น... ""ตัวข้า"" กำลังยืนอยู่ [NEWLINE]  [NEWLINE] แรกเริ่มข้าเพียงใคร่รู้ ทว่าวินาทีที่สบตามัน ข้าก็ตระหนักได้ว่าสิ่งที่ดิ้นพล่านอยู่ในส่วนลึกนั้นมิใช่วิญญาณข้า แต่เป็นบางสิ่งที่วิปลาสและชื้นแฉะ... มันคือ ""ความกลัว"" นั่นเอง [NEWLINE] ยามมันค่อยๆ เอื้อมมือมาหาข้า แผ่นหลังของมันก็ฉีกออก หนวดสีแดงฉานพุ่งทะลักออกมา ปลายหนวดมิใช่ก้อนเนื้อ หากแต่เป็นลูกตาที่มีชีวิต จ้องเขม็งมาที่ข้าราวกับเมล็ดพันธุ์มรณะที่พร้อมจะแพร่กระจายฝันร้ายนี้ไปทั่วโลก [NEWLINE] เพลานั้นข้าจึงเข้าใจ... นั่นมิใช่เงาสะท้อนในกระจก แต่มันคือหัตถ์แห่งฝันร้ายที่หิวโหย ใช้ข้าเป็นร่างทรงเพื่อจ้องจะกลืนกินโลกใบนี้ [NEWLINE]  [NEWLINE]  [NEWLINE] - ร่องรอยความทรงจำที่สลักลึกในเศษเสี้ยวของใครบางคน","Snake in the Grass","อสรพิษแฝงกาย","Take the Merchant's unattended backpack 12 times.","ฉกฉวยเป้สะพายหลังที่พ่อค้าเผลอวางทิ้งไว้ 12 ครั้ง"
"St_E_CrimsonLance","Crimson Lance","หอกโลหิตสังหารเทพ","Forward damage, Heroic Boss hunting","โจมตีทะลวงไปข้างหน้า (ล่าบอส)","Throw a massive lance that deals 450% Dark damage to enemies it hits. [NEWLINE]  [NEWLINE] Deals additional damage to Heroic Bosses equal to 15% of their Maximum Health, lodging the lance in them and destroying this Memory. Defeating a Heroic Boss while the lance is lodged in them grants you their Unique Memory or Essence.","ขว้างหอกยักษ์ทะลวงศัตรู สร้างความเสียหายธาตุมืด 450% [NEWLINE]  [NEWLINE] หากเป้าหมายเป็นระดับ ""วีรบุรุษ"" (Heroic Boss) จะสร้างความเสียหายเพิ่ม 15% ของเลือดสูงสุด และฝังหอกคาไว้ในร่าง (สกิลนี้จะหายไปหลังใช้) หากสังหารบอสได้ขณะหอกยังปักอยู่ ท่านจะได้รับ ""ความทรงจำ"" หรือ ""แก่นแท้"" เฉพาะตัวของบอสนั้นๆ",,"","The Eighth Trophy","ถ้วยรางวัลแห่งความตายชิ้นที่ 8","Acquire Unique Memories or Essences from Heroic Bosses 8 times.","รวบรวมความทรงจำหรือแก่นแท้พิเศษจากบอสวีรบุรุษให้ครบ 8 ครั้ง"
"St_E_DoomsdayMeteor","Doomsday Meteor","อุกกาบาตล้างพิภพ","Summons a powerful Fireball that can affect allies too","เรียกลูกไฟยักษ์ล้างโลก (ระวังโดนพวกเดียวกัน)","Channels for 3 seconds while standing still. If successful, a massive Fireball crashes down on the target area, scattering smaller Fireballs around it. The massive Fireball deals 1,600% Fire damage to targets and Stuns them for 3 seconds, while the smaller Fireballs deal 150% Fire damage. [NEWLINE] Affects both allies and enemies.","รวบรวมพลัง 3 วินาทีเพื่อเรียกมหาอุกกาบาตเพลิงลงมาถล่มพื้นที่เป้าหมาย พร้อมกระจายลูกไฟย่อยไปรอบๆ อุกกาบาตยักษ์สร้างความเสียหายไฟรุนแรง 1,600% และสตัน 3 วินาที ส่วนลูกไฟย่อยสร้างความเสียหาย 150% [NEWLINE] (คำเตือน: รัศมีทำลายล้างเผาผลาญทั้งศัตรูและพันธมิตรไม่เลือกหน้า)",,"","","","",""
"St_E_FinalExplosion","Final Explosion","I'm ATOMIC","Self-destruct, powerful Light damage","ระเบิดตัวเองพลีชีพด้วยแสงศักดิ์สิทธิ์","Gain 25% Movement Speed for 2 seconds, then sacrifice 40% of my maximum health to trigger a powerful explosion. Enemies caught in the explosion take 850% Light Damage and are Stunned for 2.5 seconds. If already dead or killed by the sacrifice, Explosion Damage is increased by 150%.","ได้รับความเร็วเคลื่อนที่ 25% เป็นเวลา 2 วินาที จากนั้นสละพลังชีวิต 40% เพื่อจุดระเบิดพลีชีพ ศัตรูในระยะจะได้รับความเสียหายธาตุแสง 850% และติดสตัน 2.5 วินาที (หากผู้ใช้ตายอยู่แล้วหรือตายจากการสละเลือดนี้ ความแรงระเบิดจะเพิ่มขึ้นเป็น 150%)","The encirclement of the Order of the Sacred Flame tightened without a single gap. [NEWLINE] Their holy flames denied even the deepest alley its darkness. [NEWLINE] Cornered at a dead end, the Lucid Sect member finally stopped. [NEWLINE]  [NEWLINE] But instead of fear, a strange, ecstatic smile crossed his face. [NEWLINE] He looked down at the knights closing in on him as if they were pitiful insects. [NEWLINE]  [NEWLINE] ""You think... this is the end? Do you truly believe you can judge me with that false god's arrogant little flame?"" [NEWLINE]  [NEWLINE] He closed his eyes and focused all his senses. [NEWLINE] Beyond the clamor of reality, he heard it—the gentle whisper of the dream world, [NEWLINE] the Rapids he had longed for. [NEWLINE]  [NEWLINE] Now, it was time to abandon everything and depart. [NEWLINE] He opened his eyes once more to bid a final farewell to reality. [NEWLINE]  [NEWLINE] ""Farewell! You blind flames... this worthless flesh... and this wretched world!"" [NEWLINE]  [NEWLINE] His body began to flicker violently, taking on an otherworldly hue. [NEWLINE] A prayer—the most fervent and desperate offering to his god. [NEWLINE]  [NEWLINE] ""Lord Primus! This lowly servant offers... everything I am... to you now!"" [NEWLINE]  [NEWLINE] His final cry reduced his very existence to a handful of dust, [NEWLINE] becoming a magnificent final explosion that consumed everything. [NEWLINE]  [NEWLINE]  [NEWLINE] — Memory trace from a corpse in a ruined village","วงล้อมของภาคีเพลิงศักดิ์สิทธิ์กระชับเข้ามาทุกขณะ ไร้ซึ่งช่องว่าง... [NEWLINE] เปลวไฟแห่งศรัทธาของพวกมันสาดส่อง ขับไล่ความมืดมิดแม้ในตรอกที่ลึกที่สุด [NEWLINE] เมื่อจนมุมที่ทางตัน สาวกนิกายลูซิดก็หยุดฝีเท้าลง [NEWLINE]  [NEWLINE] ทว่าแทนที่จะหวาดกลัว... รอยยิ้มปิติอันวิปลาสกลับปรากฏขึ้นบนใบหน้า [NEWLINE] เขาก้มมองเหล่าอัศวินที่ดาหน้าเข้ามา ราวกับมองแมลงที่น่าสมเพช [NEWLINE]  [NEWLINE] ""คิดว่า... นี่คือจุดจบงั้นรึ? พวกแกเชื่อจริงๆ หรือว่าจะพิพากษาข้าได้ ด้วยเศษไฟจ้อยร่อยอันแสนจองหองของเทพเจ้านอกรีตนั่น?"" [NEWLINE]  [NEWLINE] เขาหลับตาลง รวบรวมสมาธิทั้งหมด... [NEWLINE] เหนือเสียงอึกทึกของความเป็นจริง เขาได้ยินมัน... เสียงกระซิบอันแผ่วเบาจากโลกแห่งความฝัน [NEWLINE] ...กระแสน้ำเชี่ยวที่เขาเฝ้าโหยหา [NEWLINE]  [NEWLINE] ถึงเวลาแล้ว... ที่จะละทิ้งทุกสิ่งและจากไป [NEWLINE]เขาลืมตาขึ้นอีกครั้ง เพื่อกล่าวคำอำลาครั้งสุดท้ายแก่ความเป็นจริง [NEWLINE]  [NEWLINE] ""ลาก่อน! เจ้าพวกเปลวไฟตาบอด... กายหยาบอันไร้ค่านี้... และโลกอันน่ารังเกียจนี้!"" [NEWLINE]  [NEWLINE] ร่างกายของเขาเริ่มกะพริบไหวอย่างรุนแรง เปล่งสีสันที่มิใช่ของโลกใบนี้ [NEWLINE] คำอธิษฐานถูกเปล่งออกมา... เป็นเครื่องบรรณาการที่คลั่งไคล้และสิ้นหวังที่สุดแด่พระเจ้าของเขา [NEWLINE]  [NEWLINE] ""ท่านลอร์ดไพรมัส! ข้ารับผู้ต่ำต้อยขอถวาย... ทุกสิ่งที่ข้าเป็น... แด่ท่าน ณ บัดนี้!"" [NEWLINE]  [NEWLINE] เสียงกู่ร้องสุดท้ายแผดก้อง ก่อนตัวตนของเขาจะสลายเป็นเถ้าธุลี... [NEWLINE] กลายเป็นการระเบิดกัมปนาททิ้งทวนอันงดงาม ที่กลืนกินทุกสรรพสิ่งจนสิ้นซาก [NEWLINE]  [NEWLINE]  [NEWLINE] — ร่องรอยความทรงจำจากซากศพในหมู่บ้านร้าง","","","",""
"St_E_FlameJet","Flame Jet","พ่นเปลวไฟ","Sustained Area Fire damage","สร้างความเสียหายไฟในพื้นที่อย่างต่อเนื่อง","Unleashes a stream of flames for 2.5 seconds. Enemies hit by these flames take 336% Fire damage per second.","ปล่อยกระแสเปลวไฟเป็นเวลา 2.5 วินาที ศัตรูที่โดนเปลวไฟเหล่านี้จะได้รับความเสียหายไฟ 336% ต่อวินาที","Hunting Journal [NEWLINE] 2nd Year of Rojit's Rule, Day xx of Month x, Weather: Clear [NEWLINE] Hunting Location: Igni Wetlands [NEWLINE] Today's Harvest: A pocketful of nettles [NEWLINE]  [NEWLINE] There are rules I always follow when I go hunting in the Igni Wetlands. [NEWLINE]  [NEWLINE] 1. Be cautious if you spot claw marks on mangrove roots. [NEWLINE]  [NEWLINE] 2. If those marks aren't covered in moss, steer clear of that direction. [NEWLINE]  [NEWLINE] 3. If you see smoke in the distance or smoldering embers on charred trees, head home immediately. [NEWLINE]  [NEWLINE] I made these rules after what I saw through my scope last summer. Some fool tugged on a half-scorched Kalimberry vine and came face to face with a monstrous Barasus. [NEWLINE]  [NEWLINE] I don't think I've seen flames that big, not even at the Royal Guard's fire weapon demonstrations.","บันทึกการล่า [NEWLINE] ปีที่ 2 ของการปกครองของโรจิต วันที่ xx เดือน x สภาพอากาศ: แจ่มใส [NEWLINE] สถานที่ล่า: ที่ลุ่มอิกนิ [NEWLINE] ผลการเก็บเกี่ยววันนี้: ต้นตำแยเต็มกระเป๋า [NEWLINE]  [NEWLINE] มีกฎที่ฉันปฏิบัติตามเสมอเมื่อฉันไปล่าในที่ลุ่มอิกนิ [NEWLINE]  [NEWLINE] 1. ระมัดระวังหากคุณเห็นรอยกรงเล็บบนรากโกงกาง [NEWLINE]  [NEWLINE] 2. หากรอยเหล่านั้นไม่มีมอสปกคลุม หลีกเลี่ยงทิศทางนั้น [NEWLINE]  [NEWLINE] 3. หากคุณเห็นควันในระยะไกลหรือถ่านที่คุอยู่บนต้นไม้ที่ไหม้เกรียม กลับบ้านทันที [NEWLINE]  [NEWLINE] ฉันทำกฎเหล่านี้หลังจากที่ฉันเห็นผ่านกล้องเมื่อฤดูร้อนที่แล้ว คนโง่บางคนดึงเถาคาลิมเบอร์รี่ที่ไหม้ไปครึ่งหนึ่งและเผชิญหน้ากับบาราซัสตัวประหลาด [NEWLINE]  [NEWLINE] ฉันไม่คิดว่าฉันเคยเห็นเปลวไฟที่ใหญ่ขนาดนั้น แม้แต่ในการสาธิตอาวุธไฟของราชองครักษ์","Pyromaniac","คลั่งไฟ","Defeat 250 burning enemies.","เอาชนะศัตรูที่กำลังไหม้ 250 ตัว"
"St_E_Harvest","Blood Harvest","เก็บเกี่ยวเลือด","Mark and detonate enemies","ทำเครื่องหมายและจุดระเบิดศัตรู","Attacks leave a Mark on the enemy that can stack infinitely. Cast this Memory to detonate all Marks you've applied, dealing 100% damage and reducing Movement Speed by 60% for 1.5 seconds. [NEWLINE]  [NEWLINE] The detonation damage increases by 25% per additional stack, and if an enemy dies from this explosion, restore 20% Health.","การโจมตีจะทิ้งเครื่องหมายบนศัตรูที่สามารถซ้อนได้ไม่จำกัด ใช้ความทรงจำนี้เพื่อจุดระเบิดเครื่องหมายทั้งหมดที่คุณใส่ไว้ สร้างความเสียหาย 100% และลดความเร็วในการเคลื่อนที่ 60% เป็นเวลา 1.5 วินาที [NEWLINE]  [NEWLINE] ความเสียหายจากการระเบิดจะเพิ่มขึ้น 25% ต่อสแต็กเพิ่มเติม และหากศัตรูตายจากการระเบิดนี้ ฟื้นฟูพลังชีวิต 20%",,"","","","",""
"St_E_JusticeGuillotine","Justice Guillotine","กิโยตินพิพากษา","Powerful strike, damage scales with missing health","การโจมตีทรงพลัง ความเสียหายเพิ่มตามพลังชีวิตที่หายไป","Slam down a massive greatsword at the target enemy's location, dealing 800% damage to all nearby enemies. This damage increases by up to 2x based on your missing health and by up to 2x based on the target's missing health, for a total increase of up to 4x. The damage increase is maximized when health is at or below 30%.","กระแทกดาบใหญ่ขนาดมหึมาลงที่ตำแหน่งของศัตรูเป้าหมาย สร้างความเสียหาย 800% ต่อศัตรูใกล้เคียงทั้งหมด ความเสียหายนี้จะเพิ่มขึ้นสูงสุด 2 เท่าตามพลังชีวิตที่หายไปของคุณ และสูงสุด 2 เท่าตามพลังชีวิตที่หายไปของเป้าหมาย รวมเพิ่มขึ้นสูงสุด 4 เท่า การเพิ่มความเสียหายจะสูงสุดเมื่อพลังชีวิตอยู่ที่หรือต่ำกว่า 30%",,"","","","",""
"St_E_MassCleanse","Mass Cleanse","ชำระล้างหมู่","Removes debuffs, heals","ลบดีบัฟ รักษา","Cleanses the target location, dealing 300% Light damage to enemies and granting Unstoppable to allies for 1.5 seconds while removing most debuffs. Allies are healed for 80% Health for each elemental effect removed from them.","ชำระล้างตำแหน่งเป้าหมาย สร้างความเสียหายแสง 300% ต่อศัตรู และให้สถานะไม่สามารถหยุดได้แก่พันธมิตรเป็นเวลา 1.5 วินาที พร้อมลบดีบัฟส่วนใหญ่ พันธมิตรจะได้รับการรักษา 80% พลังชีวิตสำหรับแต่ละเอฟเฟกต์ธาตุที่ถูกลบออกจากพวกเขา","The madness of nightmares is spreading.  [NEWLINE] The forest's balance is already severely disrupted. [NEWLINE] Diseased branches must be cut away before the entire forest rots and collapses. [NEWLINE] What I am about to do is nothing but a cold and resolut cleansing, for the sake of the forest's order, which matters above all else. [NEWLINE]  [NEWLINE] The little compassion I have left, at least for this moment, must be set aside. [NEWLINE] This is my role and duty as a keeper of the forest. [NEWLINE]  [NEWLINE] ... [NEWLINE]  [NEWLINE] My beloved sibling, I pray that in your presence as well, [NEWLINE] I can fulfill my responsibility...","ความบ้าคลั่งของฝันร้ายกำลังแพร่กระจาย  [NEWLINE] สมดุลของป่าถูกทำลายอย่างรุนแรงแล้ว [NEWLINE] กิ่งก้านที่เป็นโรคต้องถูกตัดออกก่อนที่ป่าทั้งหมดจะเน่าเปื่อยและพังทลาย [NEWLINE] สิ่งที่ข้ากำลังจะทำไม่ใช่อะไรนอกจากการชำระล้างที่เย็นชาและมุ่งมั่น เพื่อระเบียบของป่า ซึ่งสำคัญเหนือสิ่งอื่นใด [NEWLINE]  [NEWLINE] ความเมตตาเล็กน้อยที่ข้ามีเหลืออยู่ อย่างน้อยในขณะนี้ ต้องถูกละทิ้งไว้ [NEWLINE] นี่คือบทบาทและหน้าที่ของข้าในฐานะผู้พิทักษ์ป่า [NEWLINE]  [NEWLINE] ... [NEWLINE]  [NEWLINE] น้องที่รักของข้า ข้าอธิษฐานว่าในการปรากฏตัวของเธอเช่นกัน [NEWLINE] ข้าจะสามารถทำหน้าที่ของข้าให้สำเร็จ...","True Support","ผู้สนับสนุนแท้จริง","Fully heal an allied Traveler below 30% Health within 1 seconds.","รักษานักเดินทางพันธมิตรที่มีพลังชีวิตต่ำกว่า 30% ให้เต็มภายใน 1 วินาที"
